,Project ID,Phase,Start Date,Planned_Duration,Planned_Cost,Planned_Delivrable,Project,Actual_Duration,_merge,Delay,Is_Late,Delay_Category,Start_Month,Start_Quarter,Start_Year,Planned_Intensity,Project Type,Country,Region,Type,Phase 1 - Planning,Phase 2 - Initiation,Phase 3 - Implementation,Phase 4 - Manufacturing,Phase A - Initiation,Phase B - Preparation,Phase C - Development,Phase D - Testing,Phase E - Deployment,Phase F - Post-deployment
347,75,Phase F - Post-deployment,2021-05-07,69,2800,30,75,97,both,28,1,Petit retard (<1mois),5,2,2021,13.043478260869565,IT -  CRM Implementation,Russie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,0,1
348,76,Phase A - Initiation,2020-03-23,31,400,14,76,45,both,14,1,Petit retard (<1mois),3,1,2020,13.548387096774194,IT -  CRM Implementation,Bielorussie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,1,0,0,0,0,0
349,76,Phase B - Preparation,2020-09-14,196,8100,26,76,120,both,-76,0,En avance,9,3,2020,3.979591836734694,IT -  CRM Implementation,Bielorussie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,1,0,0,0,0
350,76,Phase C - Development,2021-01-12,145,10500,17,76,138,both,-7,0,En avance,1,1,2021,3.5172413793103448,IT -  CRM Implementation,Bielorussie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,1,0,0,0
351,76,Phase D - Testing,2021-05-29,44,2800,8,76,25,both,-19,0,En avance,5,2,2021,5.454545454545455,IT -  CRM Implementation,Bielorussie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,1,0,0
352,76,Phase E - Deployment,2021-10-01,61,53000,14,76,71,both,10,1,Petit retard (<1mois),10,4,2021,6.885245901639345,IT -  CRM Implementation,Bielorussie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,1,0
353,76,Phase F - Post-deployment,2022-02-06,78,1400,30,76,55,both,-23,0,En avance,2,1,2022,11.538461538461538,IT -  CRM Implementation,Bielorussie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,0,1
354,77,Phase A - Initiation,2020-03-27,11,400,5,77,11,both,0,0,À l'heure,3,1,2020,13.636363636363637,IT -  CRM Implementation,Lituanie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,1,0,0,0,0,0
355,77,Phase B - Preparation,2020-07-22,134,8100,23,77,129,both,-5,0,En avance,7,3,2020,5.149253731343284,IT -  CRM Implementation,Lituanie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,1,0,0,0,0
356,77,Phase C - Development,2020-08-20,188,10500,15,77,132,both,-56,0,En avance,8,3,2020,2.393617021276596,IT -  CRM Implementation,Lituanie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,1,0,0,0
357,77,Phase D - Testing,2020-12-30,99,2800,18,77,121,both,22,1,Petit retard (<1mois),12,4,2020,5.454545454545455,IT -  CRM Implementation,Lituanie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,1,0,0
358,77,Phase E - Deployment,2021-06-08,166,33000,20,77,102,both,-64,0,En avance,6,2,2021,3.6144578313253013,IT -  CRM Implementation,Lituanie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,1,0
359,77,Phase F - Post-deployment,2021-09-18,189,1400,11,77,159,both,-30,0,En avance,9,3,2021,1.746031746031746,IT -  CRM Implementation,Lituanie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,0,1
360,78,Phase A - Initiation,2020-05-18,164,400,28,78,140,both,-24,0,En avance,5,2,2020,5.121951219512195,IT -  CRM Implementation,Estonie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,1,0,0,0,0,0
361,78,Phase B - Preparation,2020-10-05,101,8100,15,78,128,both,27,1,Petit retard (<1mois),10,4,2020,4.455445544554455,IT -  CRM Implementation,Estonie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,1,0,0,0,0
362,78,Phase C - Development,2021-02-10,38,10500,21,78,27,both,-11,0,En avance,2,1,2021,16.578947368421055,IT -  CRM Implementation,Estonie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,1,0,0,0
363,78,Phase D - Testing,2021-03-08,26,2800,15,78,39,both,13,1,Petit retard (<1mois),3,1,2021,17.307692307692307,IT -  CRM Implementation,Estonie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,1,0,0
364,78,Phase E - Deployment,2021-04-16,31,37000,8,78,58,both,27,1,Petit retard (<1mois),4,2,2021,7.741935483870968,IT -  CRM Implementation,Estonie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,1,0
365,78,Phase F - Post-deployment,2021-10-11,99,1400,11,78,129,both,30,1,Petit retard (<1mois),10,4,2021,3.333333333333333,IT -  CRM Implementation,Estonie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,0,1
366,79,Phase A - Initiation,2020-02-05,127,700,14,79,109,both,-18,0,En avance,2,1,2020,3.3070866141732282,IT -  CRM Implementation,Suede,Western Europe,Distributor,0,0,0,0,1,0,0,0,0,0
367,79,Phase B - Preparation,2020-05-25,126,16100,30,79,156,both,30,1,Petit retard (<1mois),5,2,2020,7.142857142857142,IT -  CRM Implementation,Suede,Western Europe,Distributor,0,0,0,0,0,1,0,0,0,0
368,79,Phase C - Development,2020-10-28,184,21000,20,79,72,both,-112,0,En avance,10,4,2020,3.260869565217391,IT -  CRM Implementation,Suede,Western Europe,Distributor,0,0,0,0,0,0,1,0,0,0
369,79,Phase D - Testing,2021-01-08,123,5600,15,79,99,both,-24,0,En avance,1,1,2021,3.6585365853658534,IT -  CRM Implementation,Suede,Western Europe,Distributor,0,0,0,0,0,0,0,1,0,0
370,79,Phase E - Deployment,2021-02-26,122,66000,3,79,67,both,-55,0,En avance,2,1,2021,0.7377049180327868,IT -  CRM Implementation,Suede,Western Europe,Distributor,0,0,0,0,0,0,0,0,1,0
371,79,Phase F - Post-deployment,2021-05-03,172,2800,23,79,108,both,-64,0,En avance,5,2,2021,4.011627906976744,IT -  CRM Implementation,Suede,Western Europe,Distributor,0,0,0,0,0,0,0,0,0,1
372,80,Phase A - Initiation,2020-02-23,159,700,6,80,138,both,-21,0,En avance,2,1,2020,1.1320754716981132,IT -  CRM Implementation,Danemark,Western Europe,Distributor,0,0,0,0,1,0,0,0,0,0
373,80,Phase B - Preparation,2020-04-02,186,16100,15,80,133,both,-53,0,En avance,4,2,2020,2.4193548387096775,IT -  CRM Implementation,Danemark,Western Europe,Distributor,0,0,0,0,0,1,0,0,0,0
374,80,Phase C - Development,2020-05-05,198,21000,12,80,141,both,-57,0,En avance,5,2,2020,1.8181818181818183,IT -  CRM Implementation,Danemark,Western Europe,Distributor,0,0,0,0,0,0,1,0,0,0
375,80,Phase D - Testing,2020-09-23,101,5600,32,80,131,both,30,1,Petit retard (<1mois),9,3,2020,9.504950495049505,IT -  CRM Implementation,Danemark,Western Europe,Distributor,0,0,0,0,0,0,0,1,0,0
376,80,Phase E - Deployment,2021-03-12,170,71000,13,80,70,both,-100,0,En avance,3,1,2021,2.294117647058824,IT -  CRM Implementation,Danemark,Western Europe,Distributor,0,0,0,0,0,0,0,0,1,0
377,80,Phase F - Post-deployment,2021-05-21,131,2800,4,80,83,both,-48,0,En avance,5,2,2021,0.916030534351145,IT -  CRM Implementation,Danemark,Western Europe,Distributor,0,0,0,0,0,0,0,0,0,1
378,81,Phase A - Initiation,2020-05-28,113,700,13,81,138,both,25,1,Petit retard (<1mois),5,2,2020,3.4513274336283186,IT -  CRM Implementation,Norvege,Western Europe,Distributor,0,0,0,0,1,0,0,0,0,0
379,81,Phase B - Preparation,2020-10-13,48,16100,19,81,50,both,2,1,Petit retard (<1mois),10,4,2020,11.875,IT -  CRM Implementation,Norvege,Western Europe,Distributor,0,0,0,0,0,1,0,0,0,0
380,81,Phase C - Development,2020-12-02,1,21000,1,81,5,both,4,1,Petit retard (<1mois),12,4,2020,30.0,IT -  CRM Implementation,Norvege,Western Europe,Distributor,0,0,0,0,0,0,1,0,0,0
381,81,Phase D - Testing,2021-05-03,53,5600,30,81,63,both,10,1,Petit retard (<1mois),5,2,2021,16.9811320754717,IT -  CRM Implementation,Norvege,Western Europe,Distributor,0,0,0,0,0,0,0,1,0,0
382,81,Phase E - Deployment,2021-10-13,168,123000,27,81,125,both,-43,0,En avance,10,4,2021,4.821428571428572,IT -  CRM Implementation,Norvege,Western Europe,Distributor,0,0,0,0,0,0,0,0,1,0
383,81,Phase F - Post-deployment,2021-10-25,185,2800,31,81,121,both,-64,0,En avance,10,4,2021,5.027027027027027,IT -  CRM Implementation,Norvege,Western Europe,Distributor,0,0,0,0,0,0,0,0,0,1
384,82,Phase A - Initiation,2020-04-20,63,700,19,82,65,both,2,1,Petit retard (<1mois),4,2,2020,9.047619047619047,IT -  CRM Implementation,Suisse,Western Europe,Affiliate,0,0,0,0,1,0,0,0,0,0
385,82,Phase B - Preparation,2020-06-24,174,16100,31,82,163,both,-11,0,En avance,6,2,2020,5.344827586206897,IT -  CRM Implementation,Suisse,Western Europe,Affiliate,0,0,0,0,0,1,0,0,0,0
386,82,Phase C - Development,2020-07-07,20,21000,29,82,13,both,-7,0,En avance,7,3,2020,43.5,IT -  CRM Implementation,Suisse,Western Europe,Affiliate,0,0,0,0,0,0,1,0,0,0
387,82,Phase D - Testing,2020-11-18,102,5600,5,82,102,both,0,0,À l'heure,11,4,2020,1.4705882352941175,IT -  CRM Implementation,Suisse,Western Europe,Affiliate,0,0,0,0,0,0,0,1,0,0
388,82,Phase E - Deployment,2021-02-28,58,66000,23,82,37,both,-21,0,En avance,2,1,2021,11.896551724137932,IT -  CRM Implementation,Suisse,Western Europe,Affiliate,0,0,0,0,0,0,0,0,1,0
389,82,Phase F - Post-deployment,2021-04-05,194,2800,28,82,104,both,-90,0,En avance,4,2,2021,4.329896907216495,IT -  CRM Implementation,Suisse,Western Europe,Affiliate,0,0,0,0,0,0,0,0,0,1
390,83,Phase A - Initiation,2020-03-07,41,200,20,83,43,both,2,1,Petit retard (<1mois),3,1,2020,14.634146341463413,IT -  CRM Implementation,Cote d'Ivoire,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,1,0,0,0,0,0
391,83,Phase B - Preparation,2020-07-14,124,5400,18,83,100,both,-24,0,En avance,7,3,2020,4.35483870967742,IT -  CRM Implementation,Cote d'Ivoire,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,1,0,0,0,0
392,83,Phase C - Development,2020-07-24,185,7000,21,83,140,both,-45,0,En avance,7,3,2020,3.4054054054054057,IT -  CRM Implementation,Cote d'Ivoire,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,1,0,0,0
393,83,Phase D - Testing,2020-09-02,112,1900,29,83,121,both,9,1,Petit retard (<1mois),9,3,2020,7.767857142857143,IT -  CRM Implementation,Cote d'Ivoire,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,1,0,0
394,83,Phase E - Deployment,2021-01-01,81,62000,22,83,76,both,-5,0,En avance,1,1,2021,8.148148148148147,IT -  CRM Implementation,Cote d'Ivoire,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,1,0
395,83,Phase F - Post-deployment,2021-06-05,174,900,7,83,110,both,-64,0,En avance,6,2,2021,1.206896551724138,IT -  CRM Implementation,Cote d'Ivoire,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,0,1
396,84,Phase A - Initiation,2020-01-27,191,200,7,84,63,both,-128,0,En avance,1,1,2020,1.0994764397905759,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,1,0,0,0,0,0
397,84,Phase B - Preparation,2020-03-31,46,5400,8,84,52,both,6,1,Petit retard (<1mois),3,1,2020,5.217391304347826,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,1,0,0,0,0
398,84,Phase C - Development,2020-08-30,109,7000,31,84,138,both,29,1,Petit retard (<1mois),8,3,2020,8.53211009174312,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,1,0,0,0
399,84,Phase D - Testing,2021-01-15,30,1900,9,84,53,both,23,1,Petit retard (<1mois),1,1,2021,9.0,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,0,1,0,0
400,84,Phase E - Deployment,2021-07-12,5,59000,17,84,12,both,7,1,Petit retard (<1mois),7,3,2021,102.0,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,0,0,1,0
401,84,Phase F - Post-deployment,2021-11-11,115,900,12,84,135,both,20,1,Petit retard (<1mois),11,4,2021,3.1304347826086953,IT -  CRM Implementation,Chine,Asia Pacific,Distributor,0,0,0,0,0,0,0,0,0,1
402,85,Phase A - Initiation,2020-03-14,187,400,21,85,82,both,-105,0,En avance,3,1,2020,3.3689839572192515,IT -  CRM Implementation,Afrique du Sud,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,1,0,0,0,0,0
403,85,Phase B - Preparation,2020-06-04,76,8100,4,85,96,both,20,1,Petit retard (<1mois),6,2,2020,1.5789473684210527,IT -  CRM Implementation,Afrique du Sud,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,1,0,0,0,0
404,85,Phase C - Development,2020-10-17,31,10500,27,85,11,both,-20,0,En avance,10,4,2020,26.129032258064516,IT -  CRM Implementation,Afrique du Sud,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,1,0,0,0
405,85,Phase D - Testing,2021-02-12,123,2800,29,85,146,both,23,1,Petit retard (<1mois),2,1,2021,7.073170731707317,IT -  CRM Implementation,Afrique du Sud,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,1,0,0
406,85,Phase E - Deployment,2021-07-07,109,70000,25,85,135,both,26,1,Petit retard (<1mois),7,3,2021,6.8807339449541285,IT -  CRM Implementation,Afrique du Sud,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,1,0
407,85,Phase F - Post-deployment,2021-11-19,197,1400,26,85,172,both,-25,0,En avance,11,4,2021,3.9593908629441628,IT -  CRM Implementation,Afrique du Sud,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,0,1
408,86,Phase A - Initiation,2020-01-13,36,200,18,86,64,both,28,1,Petit retard (<1mois),1,1,2020,15.0,IT -  CRM Implementation,France,Western Europe,Affiliate,0,0,0,0,1,0,0,0,0,0
409,86,Phase B - Preparation,2020-03-29,193,5400,10,86,128,both,-65,0,En avance,3,1,2020,1.5544041450777202,IT -  CRM Implementation,France,Western Europe,Affiliate,0,0,0,0,0,1,0,0,0,0
410,86,Phase C - Development,2020-08-04,109,7000,30,86,125,both,16,1,Petit retard (<1mois),8,3,2020,8.256880733944955,IT -  CRM Implementation,France,Western Europe,Affiliate,0,0,0,0,0,0,1,0,0,0
411,86,Phase D - Testing,2020-12-07,76,1900,8,86,53,both,-23,0,En avance,12,4,2020,3.1578947368421053,IT -  CRM Implementation,France,Western Europe,Affiliate,0,0,0,0,0,0,0,1,0,0
412,86,Phase E - Deployment,2021-01-29,92,108000,6,86,74,both,-18,0,En avance,1,1,2021,1.9565217391304348,IT -  CRM Implementation,France,Western Europe,Affiliate,0,0,0,0,0,0,0,0,1,0
413,86,Phase F - Post-deployment,2021-07-01,139,900,3,86,132,both,-7,0,En avance,7,3,2021,0.6474820143884893,IT -  CRM Implementation,France,Western Europe,Affiliate,0,0,0,0,0,0,0,0,0,1
414,87,Phase A - Initiation,2020-03-08,112,200,4,87,83,both,-29,0,En avance,3,1,2020,1.0714285714285714,IT -  CRM Implementation,Serbie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,1,0,0,0,0,0
415,87,Phase B - Preparation,2020-05-30,50,5400,13,87,19,both,-31,0,En avance,5,2,2020,7.800000000000001,IT -  CRM Implementation,Serbie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,1,0,0,0,0
416,87,Phase C - Development,2020-09-26,96,7000,14,87,116,both,20,1,Petit retard (<1mois),9,3,2020,4.375,IT -  CRM Implementation,Serbie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,1,0,0,0
417,87,Phase D - Testing,2021-01-20,79,1900,17,87,101,both,22,1,Petit retard (<1mois),1,1,2021,6.455696202531646,IT -  CRM Implementation,Serbie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,1,0,0
418,87,Phase E - Deployment,2021-06-09,183,69000,16,87,178,both,-5,0,En avance,6,2,2021,2.622950819672131,IT -  CRM Implementation,Serbie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,1,0
419,87,Phase F - Post-deployment,2021-12-04,148,900,15,87,152,both,4,1,Petit retard (<1mois),12,4,2021,3.040540540540541,IT -  CRM Implementation,Serbie,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,0,1
420,88,Phase A - Initiation,2020-05-02,92,200,30,88,162,both,70,1,Retard moyen (1-3mois),5,2,2020,9.782608695652174,IT -  CRM Implementation,Turquie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,1,0,0,0,0,0
421,88,Phase B - Preparation,2020-10-11,75,5400,30,88,103,both,28,1,Petit retard (<1mois),10,4,2020,12.0,IT -  CRM Implementation,Turquie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,1,0,0,0,0
422,88,Phase C - Development,2021-01-22,96,7000,7,88,59,both,-37,0,En avance,1,1,2021,2.1875,IT -  CRM Implementation,Turquie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,1,0,0,0
423,88,Phase D - Testing,2021-03-21,108,1900,7,88,146,both,38,1,Retard moyen (1-3mois),3,1,2021,1.9444444444444444,IT -  CRM Implementation,Turquie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,1,0,0
424,88,Phase E - Deployment,2021-08-14,77,61000,15,88,60,both,-17,0,En avance,8,3,2021,5.8441558441558445,IT -  CRM Implementation,Turquie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,1,0
425,88,Phase F - Post-deployment,2021-08-17,57,900,22,88,79,both,22,1,Petit retard (<1mois),8,3,2021,11.578947368421051,IT -  CRM Implementation,Turquie,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,0,1
426,89,Phase A - Initiation,2020-03-09,20,200,19,89,17,both,-3,0,En avance,3,1,2020,28.5,IT -  CRM Implementation,Grece,Western Europe,Affiliate,0,0,0,0,1,0,0,0,0,0
427,89,Phase B - Preparation,2020-08-30,149,5400,10,89,170,both,21,1,Petit retard (<1mois),8,3,2020,2.0134228187919465,IT -  CRM Implementation,Grece,Western Europe,Affiliate,0,0,0,0,0,1,0,0,0,0
428,89,Phase C - Development,2021-02-16,103,7000,23,89,123,both,20,1,Petit retard (<1mois),2,1,2021,6.699029126213593,IT -  CRM Implementation,Grece,Western Europe,Affiliate,0,0,0,0,0,0,1,0,0,0
429,89,Phase D - Testing,2021-03-10,4,1900,18,89,9,both,5,1,Petit retard (<1mois),3,1,2021,135.0,IT -  CRM Implementation,Grece,Western Europe,Affiliate,0,0,0,0,0,0,0,1,0,0
430,89,Phase E - Deployment,2021-06-11,152,123000,16,89,95,both,-57,0,En avance,6,2,2021,3.1578947368421053,IT -  CRM Implementation,Grece,Western Europe,Affiliate,0,0,0,0,0,0,0,0,1,0
431,89,Phase F - Post-deployment,2021-09-14,109,900,12,89,97,both,-12,0,En avance,9,3,2021,3.302752293577982,IT -  CRM Implementation,Grece,Western Europe,Affiliate,0,0,0,0,0,0,0,0,0,1
432,90,Phase A - Initiation,2020-03-10,2,200,3,90,8,both,6,1,Petit retard (<1mois),3,1,2020,45.0,IT -  CRM Implementation,Afrique du Sud,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,1,0,0,0,0,0
433,90,Phase B - Preparation,2020-06-04,17,5400,4,90,17,both,0,0,À l'heure,6,2,2020,7.0588235294117645,IT -  CRM Implementation,Afrique du Sud,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,1,0,0,0,0
434,90,Phase C - Development,2020-11-27,52,7000,9,90,75,both,23,1,Petit retard (<1mois),11,4,2020,5.1923076923076925,IT -  CRM Implementation,Afrique du Sud,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,1,0,0,0
435,90,Phase D - Testing,2021-03-01,60,1900,21,90,55,both,-5,0,En avance,3,1,2021,10.5,IT -  CRM Implementation,Afrique du Sud,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,1,0,0
436,90,Phase E - Deployment,2021-08-03,182,44000,29,90,151,both,-31,0,En avance,8,3,2021,4.78021978021978,IT -  CRM Implementation,Afrique du Sud,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,1,0
437,90,Phase F - Post-deployment,2021-09-23,96,900,26,90,131,both,35,1,Retard moyen (1-3mois),9,3,2021,8.125,IT -  CRM Implementation,Afrique du Sud,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,0,1
438,91,Phase A - Initiation,2020-03-30,54,200,7,91,46,both,-8,0,En avance,3,1,2020,3.888888888888889,IT -  CRM Implementation,Canada,North and Latin America,Distributor,0,0,0,0,1,0,0,0,0,0
439,91,Phase B - Preparation,2020-05-15,183,5400,25,91,124,both,-59,0,En avance,5,2,2020,4.0983606557377055,IT -  CRM Implementation,Canada,North and Latin America,Distributor,0,0,0,0,0,1,0,0,0,0
440,91,Phase C - Development,2020-09-16,129,7000,18,91,92,both,-37,0,En avance,9,3,2020,4.186046511627907,IT -  CRM Implementation,Canada,North and Latin America,Distributor,0,0,0,0,0,0,1,0,0,0
441,91,Phase D - Testing,2020-12-17,35,1900,25,91,58,both,23,1,Petit retard (<1mois),12,4,2020,21.42857142857143,IT -  CRM Implementation,Canada,North and Latin America,Distributor,0,0,0,0,0,0,0,1,0,0
442,91,Phase E - Deployment,2021-03-04,144,89000,32,91,118,both,-26,0,En avance,3,1,2021,6.666666666666666,IT -  CRM Implementation,Canada,North and Latin America,Distributor,0,0,0,0,0,0,0,0,1,0
443,91,Phase F - Post-deployment,2021-03-22,72,900,19,91,92,both,20,1,Petit retard (<1mois),3,1,2021,7.916666666666667,IT -  CRM Implementation,Canada,North and Latin America,Distributor,0,0,0,0,0,0,0,0,0,1
444,92,Phase A - Initiation,2020-04-19,77,400,13,92,96,both,19,1,Petit retard (<1mois),4,2,2020,5.064935064935065,IT -  CRM Implementation,Pologne,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,1,0,0,0,0,0
445,92,Phase B - Preparation,2020-07-24,45,8100,24,92,33,both,-12,0,En avance,7,3,2020,16.0,IT -  CRM Implementation,Pologne,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,1,0,0,0,0
446,92,Phase C - Development,2020-12-04,191,10500,7,92,164,both,-27,0,En avance,12,4,2020,1.0994764397905759,IT -  CRM Implementation,Pologne,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,1,0,0,0
447,92,Phase D - Testing,2021-05-16,102,2800,30,92,113,both,11,1,Petit retard (<1mois),5,2,2021,8.823529411764707,IT -  CRM Implementation,Pologne,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,1,0,0
448,92,Phase E - Deployment,2021-09-06,127,42000,17,92,139,both,12,1,Petit retard (<1mois),9,3,2021,4.015748031496063,IT -  CRM Implementation,Pologne,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,1,0
449,92,Phase F - Post-deployment,2021-10-15,126,1400,16,92,125,both,-1,0,En avance,10,4,2021,3.8095238095238093,IT -  CRM Implementation,Pologne,Central/Eastern Europe-Middle East-Africa,Affiliate,0,0,0,0,0,0,0,0,0,1
450,93,Phase A - Initiation,2020-03-22,41,400,8,93,43,both,2,1,Petit retard (<1mois),3,1,2020,5.853658536585366,IT -  CRM Implementation,Danemark,Western Europe,Distributor,0,0,0,0,1,0,0,0,0,0
451,93,Phase B - Preparation,2020-07-25,188,8100,27,93,104,both,-84,0,En avance,7,3,2020,4.308510638297872,IT -  CRM Implementation,Danemark,Western Europe,Distributor,0,0,0,0,0,1,0,0,0,0
452,93,Phase C - Development,2020-11-06,45,10500,10,93,60,both,15,1,Petit retard (<1mois),11,4,2020,6.666666666666666,IT -  CRM Implementation,Danemark,Western Europe,Distributor,0,0,0,0,0,0,1,0,0,0
453,93,Phase D - Testing,2021-01-05,159,2800,14,93,160,both,1,1,Petit retard (<1mois),1,1,2021,2.641509433962264,IT -  CRM Implementation,Danemark,Western Europe,Distributor,0,0,0,0,0,0,0,1,0,0
454,93,Phase E - Deployment,2021-06-13,104,51000,27,93,132,both,28,1,Petit retard (<1mois),6,2,2021,7.788461538461539,IT -  CRM Implementation,Danemark,Western Europe,Distributor,0,0,0,0,0,0,0,0,1,0
455,93,Phase F - Post-deployment,2021-10-23,28,1400,11,93,37,both,9,1,Petit retard (<1mois),10,4,2021,11.785714285714285,IT -  CRM Implementation,Danemark,Western Europe,Distributor,0,0,0,0,0,0,0,0,0,1
456,94,Phase A - Initiation,2020-03-02,121,700,23,94,67,both,-54,0,En avance,3,1,2020,5.702479338842975,IT -  CRM Implementation,Israel,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,1,0,0,0,0,0
457,94,Phase B - Preparation,2020-05-08,16,16100,30,94,25,both,9,1,Petit retard (<1mois),5,2,2020,56.25,IT -  CRM Implementation,Israel,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,1,0,0,0,0
458,94,Phase C - Development,2020-06-22,110,21000,29,94,144,both,34,1,Retard moyen (1-3mois),6,2,2020,7.909090909090908,IT -  CRM Implementation,Israel,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,1,0,0,0
459,94,Phase D - Testing,2020-12-13,132,5600,10,94,130,both,-2,0,En avance,12,4,2020,2.272727272727273,IT -  CRM Implementation,Israel,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,1,0,0
460,94,Phase E - Deployment,2021-01-12,83,45000,7,94,110,both,27,1,Petit retard (<1mois),1,1,2021,2.5301204819277108,IT -  CRM Implementation,Israel,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,1,0
461,94,Phase F - Post-deployment,2021-01-22,46,2800,6,94,53,both,7,1,Petit retard (<1mois),1,1,2021,3.9130434782608696,IT -  CRM Implementation,Israel,Central/Eastern Europe-Middle East-Africa,Distributor,0,0,0,0,0,0,0,0,0,1
462,95,Phase A - Initiation,2020-04-05,28,400,20,95,45,both,17,1,Petit retard (<1mois),4,2,2020,21.42857142857143,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,1,0,0,0,0,0
463,95,Phase B - Preparation,2020-07-05,49,8100,30,95,27,both,-22,0,En avance,7,3,2020,18.367346938775512,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,1,0,0,0,0
464,95,Phase C - Development,2020-11-09,187,10500,29,95,145,both,-42,0,En avance,11,4,2020,4.652406417112299,IT -  CRM Implementation,Japon,Asia Pacific,Affiliate,0,0,0,0,0,0,1,0,0,0
